text	perspective_Gold	content_Gold	position_Gold	perspective_ChatGPT	content_ChatGPT	position_ChatGPT	content_LlamaChinese	position_LlamaChinese	perspective_LlamaChinese	content_Llama3	position_Llama3	perspective_Llama3
顾兰荪姑苏人年二十三岁 诗曰：p_s兰蕙同心原绰约，荪荃竟自体芬芳。薛涛风度今犹在，翠袖殷勤捧玉觞。p_e胡宝玉原籍金陵人年二十三岁	character	character portraiture	middle	character	character portraiture	middle	commentary	beginning	narrator	character portraiture	beginning	character
胡宝玉原籍金陵人年二十三岁 诗曰：p_s剑气能开海国春，居然豪侠独超人。骄奢态度温柔骨，致使嗤为姹女身。p_e周素娥扬州人年十八岁	character	character portraiture	middle	character	character portraiture	middle	commentary	beginning	narrator	character portraiture	beginning	character
周素娥扬州人年十八岁 曰：p_s回眸一笑转秋波，纵不相怜亦奈何。闻说扃愁妆阁里，凭溪闲看野鸳多。p_e姚婉卿琴川人年十九岁	character	character portraiture	middle	character	character portraiture	middle	commentary	beginning	character	commentary	middle	character
姚婉卿琴川人年十九岁 诗曰：p_s灵淑钟来气独清，翻怜尘浊误虚名；梅魂冶淡兰香媚，更有谁人肖婉卿。p_e中选校书十二名	character	character portraiture	middle	character	character portraiture	middle	plot	beginning	character	character portraiture	beginning	character
于是众人畅饮起来，行了一个击鼓仆花令，轩后击鼓，席上传花，消去了三四十斤酒，无一不尽醉方休。早已是月上花梢，钟鸣十一，酒阑席散，宾主颓然。芷泉醉眼朦胧，斜倚雕栏，诗兴顿涌，仰天大笑，口占一绝曰：p_s万里桥边夜月明，鸳鸯卅六订新盟。自夸宋艳班香笔，记取花丛众美名。p_e朗吟毕，觉迎面吹来一阵凉风，冷人心脾，稍稍清醒，便唤祥甫、芸帆道：“我们回去罢，休要在此打扰主人了。”其时主人虽已醺然，心中却还明白，见祥甫、芸帆等众人均有我醉欲眠之状，意欲留他们住在此间，怎奈园中并无床衾，只得命园丁去唤九乘轿子，将众人送归的了。园丁唯唯。	character	scene	middle	character	character portraiture	middle	commentary	middle	character	commentary	middle	character
奴格闲话，阿差呢勿差？”阿珠连连点头，说：“大先生格见识，倪落里想得到、及得来嗄？”正说之间，又闻汽笛鸣了三声，火车就此开行，起先觉得缓缓的，继而渐渐的快了又快，轮机鼓动，正不啻逐电追风。凤翔馆主有诗赞之曰：p_s大错休疑铸九州，利权从此可全收。愿今天下歌同轨，掣电奔雷快壮游。p_e开车之后，宝玉见阿珠贪看野景，伸手将他衣袖一拉，催促道：“独讲看，毫燥点拉阿金过去说罢。”阿珠听了，方与阿金附耳说了几句。其实阿金早已听得清楚，即时立起身来，同阿珠走至德雷那边。不过相离二丈多路，难道德雷没瞧见宝玉吗？	narrator	commentary	middle	character	commentary	middle	commentary	middle	character	commentary	middle	narrator
此刻我家奶奶准听你们的话，一径向连升栈去就是了。”骡夫方才明白，诺诺连声，即忙赶着车儿，加上几鞭，转瞬间进了外城。宝玉沿途观看，果然京城里面气象不同，街道宽阔，市肆殷繁，正不愧帝王建都之地。有诗为证：p_s斜跨金鳌同玉栋，高瞻凤阙并龙楼。京华洵是繁华地，气象巍峨迥不侔。p_e宝玉坐在车中，与阿金、阿珠谈谈说说，指点都城景致，不知不觉，早到了东单牌楼。是处更为热闹，店铺林立，招牌密密。宝玉见“连升栈”三字就在前面，便向阿珠说道：“刚刚骡夫说格客栈，阿就是格搭介？”阿珠点点头，连说“蛮对蛮对”。	narrator	scene	middle	character	scene	middle	plot	middle	narrator	commentary	middle	narrator
因今天出外，一来找访十三旦是他本身的正务，二来借此招摇过市，卖弄时髦，欲使京城中公子王孙、富商贵客，人人知道他的名誉，是上海第一等美妓，即或旧好未逢，亦可新盟重订，既无虞资财之缺乏，且能卜囊橐之充盈，一举两得，无过于此。故前人有七律一首，以志宝玉在京所作之事。其诗曰：p_s鸾飘凤泊觅鸳俦，雌雉飞来牡欲求。不作羝羊藩自触，竟同狡兔窟先谋。鹊鸟暂喜双星渡，猿马难将两意收。恨煞子规声夜送，伯劳飞燕各归休。p_e是诗寓意，谅看官们定能剖解，无烦在下分说的了。且表当时宝玉梳妆已毕，换好衣裙，又等阿金、阿珠扎扮停当，方命茶房叫了一乘彩蓝呢红拦脚的中轿、两乘元色布小轿来，早已是日将晌午，宝玉遂即同著阿金、阿珠上轿前往，交代了轿夫去处，一迳向同乐戏园而来，惹得街市上的人，一个个交头接耳，议论纷纷，为因宝玉头上的插戴、身上的穿著，件件是上海新式，光华夺目，彩色动人，与北京妇女装束判若天渊，所以万目攒视，都向著轿中指点，甚至有几个看出了神，口中不住的高声喝采。	narrator	commentary	middle	character	character portraiture	middle	plot	beginning	narrator	commentary	middle	narrator
阿金首先进房，报与宝玉知晓。宝玉正在那里呆呆痴想，一闻他已来了，犹似天上掉下一件活宝，欢喜得不知如何是好，连忙起身出迎，却值十三旦跨进房门，彼此相见，各叫应了一声，并肩坐下，无非诉说阔别之情。此种景象，笔难尽述。有一首七言绝句为证：p_s尚有今生未了缘，此情此意总缠绵。试观狐兔重相会，海誓山盟话昔年。p_e总之宝玉与十三旦今日重逢，各慰饥渴，离情共话，奚止万语千言；如愿以偿，更觉你贪我爱。且喜区、伍不来，蓝桥无阻；致使女牛复合，银汉相通。少时金乌西坠，玉兔东升，蜡炬双摇，鸳杯对酌。翠袖殷勤，绝胜新婚合卺；罗襦宽褪，依然旧好同床。	narrator	commentary	middle	character	scene	middle	plot	middle	character	commentary	middle	narrator
接着说道：“这是《花月痕》中韦痴珠的牢骚气派，我年纪虽不逮痴珠，然而天壤茫茫，置身荆棘，其遇合也就相等的了。”又听一人说道：“你是喝了几杯酒，故态复作，何物狂奴，悲歌击节。”却不听见那人回答，幼惲便静静的听他。停了一会，又听见高吟道：p_s回首当年万事休，元龙豪气尽销磨。关山跃马秋横塞，风雨闻鸡夜渡河。前路苍茫愁日暮，唾壶击缺任悲歌。何须更忆繁华梦，搔首沉吟唤奈何。p_e念到末句，那声音就低了好些，只听一人大叫道：“好诗，好诗！沉郁苍凉，读之令人有身世悲凉之感，我当浮一大白，请窥全豹。便听得又吟道：	character	scene	middle	character	scene	middle	commentary	middle	character	commentary	middle	character
念到末句，那声音就低了好些，只听一人大叫道：“好诗，好诗！沉郁苍凉，读之令人有身世悲凉之感，我当浮一大白，请窥全豹。便听得又吟道：p_s一夜西风动客愁，只余身世寄扁舟。千秋事业怜青史，一代功名负黑头。蜀国相如今贳酒，天涯王粲莫登楼。匆匆归去真堪笑，惆怅题诗记玉钩。梦醒扬州一惘然，可怜往事竟成烟。桓温种柳只流涕，殷浩书空欲问天。剩有闲情随逝水，拼将绮思逐华年。输他绝塞从军客，万里秋风早着鞭。飘泊谁怜屋上鸟，江湖落拓竟何如。荒唐槐国三年梦，慷慨苏秦十上书。纵有文章惊四海，更无涕泪哭穷途。请缨投笔男儿事，夜半床头啸鹿庐。p_e幼惲听了，赞赏非常，此时再忍不住，便问娘姨：“对过房间是何人请客？”娘姨道："听见说是一格姓章格常熟客人。"幼恽便想私去窥探窥探他，到底是个何等样人，居然这样的见识高超，才华卓荦，因立起来向外便走。	character	character portraiture	middle	character	commentary	middle	commentary	end	character	commentary	middle	character
秋谷道：“我做令官并无私曲，你若能文不加点，大家也要公贺三杯。”秋谷果然干了令杯。春树要过一张八行信笺，也不思索，提起笔来，看他走笔如飞。秋谷等在旁看着，只见写得好一笔赵松雪的行楷，娟秀非常，写着《即席赋赠秋谷章君》一首七律道：p_s五陵公子正翩翩，裘马清狂佳客前。太白豪情穷碧落，冬郎才调况青年。诗肠对月原如水，剑气凌云快欲仙。p_e春树写到此处，正要奋笔直书结句，忽然一想，错了一个韵脚，便略略停了一停，要换个韵，却未免就停笔不下。秋谷早大笑道：“温八叉今竟如何，若再停一刻，便要倍罚二十杯了。”春树笑道：“你不要自恃做了令官作威作福，停会待我也做一回令官考你一考，看你这曹子建还能七步成章否？”	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	character
秋谷提笔便写，兔起鹘落，满纸淋漓，一笔草书比春树更加神速，不一刻早已写完。春树也自怪诧，暗想：怎地比自己更快？果然并生瑜、亮，自己较逊一等。大家看那诗时，只见写着也是一首七律，上写“奉和原韵”：p_s江南词客太翩翩，况在临安画阁前。己分玉萧成隔世，漫将锦瑟误流年。惭无叔宝风前度，应有瑶台月下仙。拚把清樽同一醉，不须惆怅问朱颜。p_e众人看完道好。秋谷笑道：“我向来不爱和韵，今日被他逼住，无可如何，只得潦草塞责，诸兄怎还要谬赞起来，岂非违心之论？”仰正道：“我们知己相叙，不作套谈，秋谷为何总有一番谦逊，这要罚你一杯。”就斟了一杯酒送过来，秋谷倒也无言可答，只得受罚了一杯。	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	character
春树大喜，复向众人告罪，先饮了门面一杯，众人也多干了，便各各构思起来。那知看着虽不甚难，却也不甚容易，春树自家也在沉吟。却是秋谷略一思索，取过纸来，早已一挥而就。众人惊异看时，只见写道：p_s十里珠帘开画靥，两行宫使列瑶阶。仙裙簇蝶情初定，玉佩和鸾愿未乖。慧质只应天上有，冰姿直与雪同骸。明灯更照红绡色，莫令名花宝帐埋。p_e大家看了，哄然叫好。修甫道：“有此佳作在前，我等只好大家搁笔，不必再去苦思力索的了。”秋谷道：“我们诸位都是高才，怎么也这般谦逊起来？”修甫道：“并不是故意推辞，我同你讲这缘故，你就明白了。这四个韵脚本来难押，有《随园诗话》一首于前，又有你这一首于后，我们就是再做出来，也是拾人唾余，味同嚼蜡了。我们还是受罚一杯罢了。”	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
这一天，秋谷正在栈内检点往来的信札，忽然见王小屏走了进来，秋谷大喜，让他坐下。谈了一回，王小屏随意把案上的书本翻看，只见一本《玉溪诗集》，内夹着两张写过的冷金笺，写的一笔赵松雪行楷，甚是秀挺。第一张上面写首“秋谷八章”的题目，下边写着“憔翠青衫客旅稿”。原来这憔翠青衫客，便是章秋谷的别名。王小屏看了，晓得是章秋谷的近作，便朗吟起来道：p_s十二阑干映画塘，水心亭子好招凉；夜深独立无人问，一点流萤过曲廊。画船载酒听湖歌，十里湖光压芰荷；行到六桥烟外路，碧湖深处晚凉多。珠帘不卷夜星低，独倚银屏望翠微；坐久不知风露冷，满身香影湿罗衣。一夜新凉透碧棂，谁家玉笛暗中听；当时七夕真虚度，惆怅牵牛织女星。三更凉露湿秋千，云母屏风隔半偏；冰簟银床眠不得，碧天如水夜如烟。锦帏半掩睡惺忪，昨夜轻寒力更慵；八尺龙须人未起，月明庭院冷梧桐。两岸溪光拥板桥，岸花开处泊兰桡；可怜扶荔宫中柳，瘦尽当年一捻腰。大堤残柳乱栖鸦，灯火帘栊月又斜；一夜西风秋不管，隔滩闲煞白苹花。p_e王小屏念完，不觉击节叫好。秋谷道：“你不要谬选，还有几首《秋闱怨集唐》，好像集得好些，你一总看了再说。”王小屏听了，便又取过第二张来，高吟道：	character	scene	middle	character	scene	middle	commentary	middle	character	commentary	middle	character
王小屏念完，不觉击节叫好。秋谷道：“你不要谬选，还有几首《秋闱怨集唐》，好像集得好些，你一总看了再说。”王小屏听了，便又取过第二张来，高吟道：p_s倦倚东床白玉床，为谁销瘦减容光；今宵始觉房栊冷，卧后清宵细细长。露床风簟半欹斜，深掩妆窗卧碧纱；二十五弦弹夜月，不知秋思在谁家？象齿薰炉未觉秋，天河迢递笑牵牛；相思一夜知多少，春入眉心两点愁。深院沉沉独闭门，为君惆怅又黄昏；一钩冷雾悬朱箔，金屋无人见泪痕。月过花西尚未眠，月光如水水如天；晚来怅望君知否，织女佳期又隔年。已凉天气未寒时，桂魄初生秋露微；直道相思了无益，残宵犹得梦依稀。p_e王小屏看完了，真是佩服得五体投地，拍案称赏，又把那两张诗翻来覆去的，看了几遍道：“你这《秋词八首》直是逼真的王渔洋，渔洋七绝全取丰神，不食人间烟火，真个是锦心绣口，我们那里做得出来？”秋谷笑道：“你这个人，无论什么事情总有一番谦逊，其实我们这样的交情，何必定要拘着这些俗套。	character	scene	middle	character	character portraiture	middle	commentary	middle	character	commentary	middle	narrator
春开孔雀之屏，褥隐芙蓉之绣。整整的闹了一夜，直到四更将尽，方才宾主尽欢而散。章秋谷即席挥毫，赋了八首《出阁词》。下笔如风，文不加点，一时传诵沪滨，脍炙人口。那诗是八首五律，做得深情如水，宛转关生，旖旎风光，一时无两。在下倒还有些记得呢，免不得背诵出来给列位看官听听：p_s绮阁辞亲日，爬瓤问字年。含情依阿母，掩泪整花钿。临镜还惆怅，妆成亦自怜。不知为底事，眉黛蹙湘烟。自画檀蛾浅，梳妆拟大家。风前停玉佩，天上驻云车。宛转回鸾袖，逡巡换绣鞋。娇羞扶不起，妒煞海棠花。箫管送星蛾，天孙意若何。轻风吹鹊驾，微雨渡银河。红泪阑干湿，矜持宝靥酡。欹斜偎画烛，未敢展双蛾。灯火拥楼台，端详宝扇开。双痕留晕脸，羞态压蛾眉。嫁得乘龙婿，应怜倚凤才。蓬山应早到，玉漏漫相催。微觉口脂香，春风夜正长。寻声轻唤婢，背影暗窥郎。侧坐犹低首，迟徊末卸妆。却嫌红烛下，夫婿太轻狂。背人无语处，睡意已惺忪。玉箸啼痕浅，鲛绡腻粉红。牢钩金屈戊，稳放玉玲珑。春梦迷何处，蓬山十二重。妆台携手立，私语嘱殷勤。未必檀郎信，还防侍婢嗔。低鬟时敛笑，凝睇更含颦。珍重罗帏里，还疑梦里人。此夜最魂销，银屏倚素腰。钗光和影颤，春色泥人娇。惆怅温家镜，徘徊弄玉箫。怜他孤馆客，坐听雨潇潇。p_e再说辛修甫自从办了这桩喜事，倒整整的忙了半月有余，好容易才得料理停当，仍旧和章秋谷、王小屏等一班朋友天天来往。这一天，到了午后三四点钟，大家到陈文仙院中去寻章秋谷。寻到了秋谷，彼此谈了一回，秋谷就同着辛修甫、王小屏二人到一品香去吃大菜。陈文仙听了也要同去，秋谷答应，叫他随后就来。	character	scene	middle	character	character portraiture	middle	plot	middle	character	commentary	middle	narrator
第一甲第二名云兰。评曰：神采惊鸿，佩环回雪，金莲贴地，玉笋凌波。皎如琼树之流光，灼若芙蕖之照夜。诗曰：p_s心上烧香掌上怜，丽娟肤发丽华年。倾城一笑真无赛，疑是瑶台月下仙。p_e第一甲第三名金兰。评曰：镂玉为肌，团琼作骨，山眉水眼，皓齿明眸。正当二九之年，恰称芳菲之选。 	character	character portraiture	middle	narrator	character portraiture	middle	character portraiture	middle	narrator	commentary	middle	narrator
第一甲第三名金兰。评曰：镂玉为肌，团琼作骨，山眉水眼，皓齿明眸。正当二九之年，恰称芳菲之选。诗曰：p_s为有春情透脸霞，东风无力舞腰斜。夜深独背银釭坐，自弄钗头茉莉花。p_e第二甲第一名桂珠。评曰：素面纤腰，丰容盛剪，秋月乍满，奇花初胎。歌喉遏巫峡之云，皓腕比蓝田之玉。	character	character portraiture	middle	character	character portraiture	middle	plot	beginning	narrator	character portraiture	beginning	narrator
第二甲第一名桂珠。评曰：素面纤腰，丰容盛剪，秋月乍满，奇花初胎。歌喉遏巫峡之云，皓腕比蓝田之玉。诗曰：p_s碧玉丰神绛雪肤，凤情天付有谁如？歌喉宛转谁堪拟？百八牟尼一串珠。p_e第二甲第二名月香。金观察看到这个地方，见底下没有了，便又翻过来看了一遍，道：“你的笔墨实在松秀得狠。若要叫我如今再弄这些笔墨，是再也弄不来的了。”	character	character portraiture	middle	character	character portraiture	middle	plot	beginning	narrator	commentary	beginning	narrator
开基创业以来，九十余年，传至第四代仁圣天子，真是文能安邦，武可定国，胸罗锦绣，满腹珠玑，上晓天文，下知地理，三坟五典，无所不通，诸子百家，无所不读，兵书战策，十分精通，十八般武艺，件件皆能。是时天下太平，人民安乐，八方进贡，万国来朝。真马放甫山，兵归武库，僵武修文，坐享升平之福，有诗为证：p_s天地生成大圣人，文才武艺重当今。帝皇少见称才子，独下江南四海闻。p_e却说一日，五更三点，圣驾早朝，只见左边龙凤鼓响，右边景阳钟鸣，内侍太监前呼，宫娥翠女后拥，净鞭三下响，文武两边排。圣天子驾到金銮宝殿，升坐龙案之上。王公大臣，六部九卿，及内外大小臣等，三呼万岁，朝见君王。	narrator	commentary	middle	narrator	character portraiture	beginning	commentary	beginning	narrator	commentary	middle	narrator
小的郎舅在此多年，客官放心前去，早些回来便了。”圣天子就带了日清，出了店门，问了店家上杏花楼的路，店家道：“由此东首大街直行，转过左首海边街上，最高的一座楼便是。”日清听得明白，即在前引路，正是从此一去，弄得弥天大事，有诗为证云：p_s帝皇无事爱闲游，柳绿花红处处优。毕竟恶人有尽日，霎时父子一同休。p_e按下不提。再表圣天子与周日清，望着东边一路而来，转了弯，果见近海旁大街上，远远有一座高楼，楼下四围砖墙围着，上有金字蓝底匾额“庆珍楼”，生意极为热闹。天子分开众人，与日清进了头门，看见两旁时花盆景，排列甚多。	narrator	commentary	middle	narrator	commentary	middle	commentary	middle	narrator	commentary	middle	narrator
第二回杏花楼奸党遭诛海边关良臣保驾 诗曰：p_s为官岂可性贪赃，纵子胡行更不良。此日满门皆斩首，至今留下恶名扬。p_e话说圣天子正与周日清在杏花楼上饮酒，忽听楼下拥上一班如狼似虎之人，为首一人，蛇头鼠眼，形容枯槁，声如破锣，身穿熟罗长衫，外罩局缎马褂，足登绣履，口出不逊之言，酒保跪在他面前叩头，不住地称公子，就知他是叶绍红之子庆昌。	narrator	commentary	beginning	narrator	commentary	middle	plot	middle	narrator	commentary	beginning	narrator
第三回退妖魔周郎配偶换假银张妇完贞 诗云：p_s假托妖魔却是神，只因作合结成亲。可怜世宦官家子，为骗钱财丧了身。p_e话说陈登说明神人指点，今日幸遇贵人，总求大发慈怜，请去救活侄女，收了妖魔，不但侄女儿感谢，就是我兄弟合家人口，也沾二位大贤莫大之恩。说罢倒身下拜，叩头不止。	narrator	commentary	beginning	narrator	plot	middle	commentary	beginning	narrator	commentary	beginning	narrator
那道者知是天子驾到，就化了一阵清风，留下一张柬帖而去。是时天子见他逃走去了，后面日清及众人也赶上来，齐道：“幸亏方才一道金光把妖怪吓走，不然险被他伤了。”日清随在地下拾起一张柬帖，呈予天子接了，在灯光之下一看，只见帖上写道：p_s前生注定这鸳鸯，不该错配姓肖邮。太白金星神阻挡，日清素春结凤凰。p_e当下陈氏兄弟二人听见天子念出红帖上的四句诗，忙以手加额道：“却原来小女与肖家无缘，应该配令郎周日清。既蒙神人点化，前来作合，不知贵人肯允从否？如蒙不弃，愚兄弟愿与贵人结为秦晋之好。”天子听了，不胜之喜，便答道：“如此好极！”	character	commentary	middle	character	plot	middle	commentary	middle	narrator	commentary	end	narrator
第四回区家庄智退庄客金平城怒斩奸官 诗曰：p_s仗势欺人总不宜，祸到临头悔恨迟。为官若欲徇情面，管教性命丧当时。p_e话说区仁山齐集庄丁教头，喝令捉拿高天赐，重重有赏。已把各处路口，守得水泄不通，自己却在旁观战。当下天子，举起座椅，望着众人打将过来，早把一人打倒。飞步上前，夺了他手上的刀，大杀一阵。虽然杀伤十余人，因他重重把守，各庄客拼命死战不肯退下。天子无路可出，忽然一想，我今别无出路，何不用关云长单刀赴会、胁鲁肃出园之计，以救目前之急？	narrator	commentary	beginning	narrator	commentary	middle	commentary	beginning	narrator	commentary	middle	narrator
第五回雷老虎擂台丧命李巴山比武欺人 诗曰：p_s武艺虽高不可夸，擂台设计把人拿。岂知更有强中手，天眼原来总不差。p_e话说方德带了世玉，望杭州而来，在船上非止一日，已到杭州码头，泊了船，父子二人雇了一只小艇，一路见西湖佳景，名不虚传，水陆两途，画舫轻舟，往来不绝，与金陵景象大不相同，真是观之不尽、玩之有余。到了岸旁，雇人挑着行李，直入涌金门，望着广东会馆而来。	narrator	commentary	beginning	narrator	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
第六回梅花桩僧俗比武西禅寺师徒相逢 诗曰：p_s同道中人最要和，擂台欺敌动干戈。欺人毕竟还欺己，报应昭彰理不说。p_e话说苗翠花一路奔驰，望白鹤山而来，非止一日，已到山前，直入静缘庵中，见五枚师伯，拜倒在地，五枚扶起，细问：“因何到此？”翠花就将雷老虎摆擂台起，至李巴山要报仇等事，细说一遍。“	narrator	commentary	beginning	character	commentary	middle	plot	middle	character	commentary	beginning	narrator
再说李巴山看见女儿被世玉绊住不能接应，心下一急，脚步一乱，一失足陷落梅花桩内，早被五枚照头一脚，将颈踢断，一命呜呼，断送无常去了。后人有诗为证。诗曰：p_s枉设机关巧计谋，良言相劝不回头。英雄半世今何在？血向梅花桩下流。p_e再说小环见父死在五枚之手，五内皆崩，便拼命把世玉杀败，举鞭直奔五枚。五枚手无寸铁，难以招架，只得将身躲过，幸而翠花赶上敌住。五枚就向世玉取了禅杖，喝退翠花，对小环道：“你好不见机，若再行凶，也叫你死在目前。”	narrator	commentary	middle	narrator	plot	middle	commentary	end	narrator	commentary	middle	narrator
小环并不回言，只将双鞭望着五枚头上乱打。五枚大怒，将禅杖急架相迎，战了三十多个回合，哪里是五枚的敌手，被她照头一禅杖，打的脑浆迸出，死于非命。后人有诗叹其节孝堪嘉，借其不能劝夫谏父，行于正道，送至有今日之祸。诗曰：p_s节孝堪嘉李小环，闺名久已播人间。只因夫婿冤仇结，父女同时上鬼关。p_e此时，李小环手下各门徒，见她父女同死，各人正欲逃命。五枚看见便高声道：“你们不必惊怕，你们亲眼看见，我苦苦劝他不从，反欲伤我，故万不得已，结果了他父女性命。	narrator	commentary	middle	narrator	commentary	middle	commentary	end	narrator	commentary	middle	narrator
第七回林胜捉奸遭反捏黄坤抱屈遇高僧 诗曰：p_s祸患皆因强出头，险教性命不能留。当时若识反间计，何至凄凉作死因。p_e话说黄坤字静波，潮州府揭阳县人，少时家资颇厚，不喜读书，专好武艺，曾到少林寺拜至善为师，学练得件件精通，英雄无敌，为至善生平最得意的首徒。他自己也有一个徒弟，姓林名胜，师徒二人都因性情豪爽，最肯结交朋友。不数年间，把所遗的数万家财，化为乌有。	narrator	commentary	beginning	character	plot	middle	commentary	beginning	narrator	commentary	middle	narrator
第八回下潮州师徒报仇游金山白蛇讨封 诗曰：p_s义侠师徒三下潮，奸夫淫妇命难饶。只因盗印希奇案，三罪同邀赦宥条。p_e话说林胜在监中别了师父，出了牢门，到家对母亲说知，即刻起身，望省城赶来，在路无话，不一日已到省城西禅寺，见了至善禅师，哭拜在地。至善扶起，问知黄坤被害在狱中，心中也觉悲惨，随对众人说知，即带了方世玉、胡惠乾同林胜，仍由潮州旱路赶来。	narrator	plot	beginning	character	plot	middle	plot	beginning	narrator	commentary	beginning	narrator
林胜骂道：“我与你无冤无仇，师父与你有恩有义，我师徒性命险道你两个淫妇的毒手，我倒要看你两个的心肝是怎样的颜色？”就与世玉一齐动手，把两个淫妇杀死，然后将金银首饰分系腰间，就把鲜血在墙上写下四句泄恨诗。诗曰：p_s奸夫淫妇太无良，惨害师徒险共亡。县官欲问谁人杀，林胜黄坤手自残。p_e各事弄妥，三人仍从瓦面跳落爬过城墙来到马家庄，走过庄桥，恶犬狂吠，林胜取出乱发烧饼丢去，群犬顾着吃，就不能吠，三人跳上瓦面，落下大厅，巧遇更夫走来，被世玉一把抓住，把刀在他脸上晃了两晃道：“你若高喊，就把你杀了，你说马钊群在哪里，我就放你。”	character	commentary	middle	character	commentary	middle	plot	middle	character	commentary	middle	narrator
一路驾小艇来到山前，见这寺建在江中，十分巍峨雄壮，景象辉煌，到了玉台书前一望，见往来商船，源源不尽，远看水色天光，玲挑剔透，果然好一座名胜禅林。圣天子此际满心欢喜，就在桌前取了一管笔，向墙上题了一首诗云：p_s龙川竹影几千秋，云锁高峰水自流，万里长江飘玉带，一轮明月滚金球。远看西北三千界，势压江南十二州，好景一时看不尽，天缘有分再来游。p_e写得笔走龙蛇，一挥而就，即放下笔，走进寺门，只见山门内立了哼哈二将。二门内坐的是四大天王，大雄殿中香烟霭霭，两游廊十八罗汉皆用金装，打扫得地方一尘不染。住持机达老和尚，带领一班僧人出来迎接，请入方丈侍茶，又吩咐厨下备斋相款。	character	scene	middle	character	scene	middle	plot	beginning	narrator	commentary	middle	character
第九回英武院探赌遇名妹诸仙镇赎衫收勇士 诗曰：p_s聚赌窝娼犯禁条，洪基罪恶本难饶。贪心当铺心难足，利己骗人种祸苗。p_e却说圣天子起来，步出方丈，正欲解手，忽见一只黑虎伏在地上，把头乱点，也欲求封。天子手指道：“朕封你为镇山的将军，受万民香火，快去吧。”黑虎谢恩，望山前去了，天子解了手，仍回方丈去宿，次日起身，换了衣服，参拜如来三宝圣佛，回到方丈，用过早斋，与日清辞了机达和尚，回到日清家内。	narrator	commentary	beginning	narrator	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
第十回杨遇春卖武逢主僧燕月行凶遭戮 诗曰：p_s君臣已自如鱼水，奸贼何劳起毒心。佛地扫除谓污秽，石莲花放圣人临。p_e话说天子打发最平走后，与日清算还店钱，取了行李，出门顺着大路，欲往镇江游玩，岂知走了半天，问及土人，始知前面是临青，若到镇江须回旧路才是。他父子二人将错就错，就先到临青一游，再到镇江便了。即望临青赶来。	narrator	commentary	beginning	narrator	commentary	middle	plot	middle	character	commentary	beginning	narrator
第十一回遇诗翁蔡芳夺舟访主子伯达巡江 诗曰：p_s诗对风流岂易言，无手含愧夺花船。圣人自古灵神护，害父欺君万世传。p_e话说前因天子不欲见本城文武百官，所以寓居镇江南门外聚龙客店。今日清在店养病，天子独自游玩，早出晚归，更无别事。近日周日清身子亦复原，兼届端阳，向例在扬子江中大放龙船三日，官民同乐，极为大观，酒茶旗帜，烟花炮火，乃各处富商巨贾，备做夺标之彩，这几天画舫游船，蜂屯蚊聚，男女到此赏玩者，如云如水。	narrator	commentary	beginning	character	commentary	middle	plot	beginning	narrator	commentary	middle	narrator
探花萧洪，因回乡省亲，路经此地，正逢端阳，他虽武弁，倒也满腹诗书，最好此道，所以约了同来。意欲借此访几个鸿才博学的朋友，问了姓名，十分恭敬。天子本天上仙才，这些章句诗词之事，可以立马千言，何用思索？随将咏河珠一题，援笔即成，诗曰：p_s风裳水佩出邯郸，手撒珍珠颗颗国。金谷三千风里碎，江妃一斜雨中寒。露丹凉滴青铜爵，鲛泪香凝白玉盘。持赠苏公须仔细，休将遍水误相看。p_e写得笔走如龙，快而且好，陈玉墀、萧洪二人，极口称赞，连忙送上金面苏扇一柄，天子再三推让，方才收下。又接下数张诗联题目，日清也将就拣了咏船即景诗题一张，写道：	character	scene	middle	character	scene	middle	plot	middle	character	commentary	middle	narrator
写得笔走如龙，快而且好，陈玉墀、萧洪二人，极口称赞，连忙送上金面苏扇一柄，天子再三推让，方才收下。又接下数张诗联题目，日清也将就拣了咏船即景诗题一张，写道：p_s淮杨一望景装成，谁夺尤标显姓名。蒲艾并悬迎瑞气，藕菱同进祝遐龄。红莲朵朵鹚鹭聚，绿柳枝枝蝴蝶盈。日费斛金浑不足，愿将诗酒送升平。p_e陈萧二社主连口赞道：“好！但究不及高诗翁老城历练，还望勿吝赐教。”天子与众互观，已将诗联一挥而就。	character	scene	middle	character	scene	middle	commentary	beginning	narrator	commentary	middle	narrator
咏金山寺诗云：p_s金山一点大如举，打破淮扬水底天，醉倦妙高楼上月，玉箫吹彻洞龙眠。p_e又花月吟诗云：花香月色两相宜，爱月怜花卧独迟，月落凭漫花送酒，花残还有月催诗。隔花随月无多影，带月看花别样姿，多少花前月下客，年年和月醉花枝。各人读完，齐喝彩道：“如此仙才，拜眼之至。”当下陈、萧二社主将所有谢赠之品着人送来，周日清代为收下，他自己也得了汗巾，十分高兴。	character	scene	middle	character	scene	middle	commentary	middle	character	commentary	middle	narrator
